STATION,NAME,DATE,Avg_Wind_Speed,Precipitation,Snowfall,TMAX,TMIN,Fog,Heavy_fog,Thunder,Ice_pellets,Hail,Glaze,Dust,Smoke,Blowing,High_winds,Mist,Drizzle,Freezing_dizzile, Rain,Freezing,Snow,Ice Fog,Rain
USW00094746,"WORCESTER, MA US",12/19/1960,,0.04,0.8,27,16,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/20/1960,,0,0,26,12,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/21/1960,,1.08,2.6,43,20,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/22/1960,,0,0,26,11,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/23/1960,,0,0,18,5,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/24/1960,,0,0,19,1,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/25/1960,,0,0,36,19,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/26/1960,,0,0,44,23,,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",12/27/1960,,0,0,37,5,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/28/1960,,0,0,22,0,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/29/1960,,0.4,3.7,33,12,1,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/30/1960,,0,0,33,24,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/31/1960,,0,0,38,23,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/1/1961,,1.09,3,35,24,1,,,,,1,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/2/1961,,0,0,29,19,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/3/1961,,0,0,25,13,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/4/1961,,0,0,25,12,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/5/1961,,0,0,24,11,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/6/1961,,0,0,41,18,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/7/1961,,0,0,44,32,1,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/8/1961,,0,0,38,17,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/9/1961,,0,0,24,13,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/10/1961,,0,0,26,9,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/11/1961,,0,0,38,18,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/12/1961,,0,0,34,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/13/1961,,0,0,40,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/14/1961,,0,0,50,34,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/15/1961,,0.12,1.4,34,19,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/16/1961,,0.37,7.2,28,18,,,,,,,,,1,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/17/1961,,0,0,41,22,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/18/1961,,0,0,37,11,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/19/1961,,0,0.3,15,5,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/20/1961,,1.23,18.4,8,0,,,,,,,,,1,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/21/1961,,0,0,14,-3,,,,,,,,,1,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/22/1961,,0,0,18,0,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/23/1961,,0,0,13,-2,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/24/1961,,0,0,14,-1,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/25/1961,,0,0,12,-6,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/26/1961,,0.12,1.2,19,4,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/27/1961,,0.09,0.9,16,3,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/28/1961,,0,0,18,5,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/29/1961,,0,0,23,4,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/30/1961,,0,0,18,4,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/31/1961,,0,0,20,6,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/1/1961,,0,0,6,-8,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/2/1961,,0,0,12,-10,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/3/1961,,0,0,21,0,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/4/1961,,1.35,18.8,27,19,,,,1,,,,,1,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/5/1961,,0,0,29,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/6/1961,,0,0,30,18,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/7/1961,,0,0,31,12,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/8/1961,,0,0,42,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/9/1961,,0,0,45,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/10/1961,,0,0,38,27,,,1,1,,,1,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/11/1961,,0.01,0.2,28,16,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/12/1961,,0,0.7,28,15,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/13/1961,,0,0,33,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/14/1961,,0.24,0.4,42,25,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/15/1961,,0,0,36,21,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/16/1961,,0,0,31,12,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/17/1961,,0.06,0,35,15,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/18/1961,,0.33,0,40,34,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/19/1961,,0.07,0,62,31,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/20/1961,,0,0,37,24,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/21/1961,,0,0,38,19,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/22/1961,,0,0,49,28,,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/23/1961,,0.15,0,41,35,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/24/1961,,0,0,43,33,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/25/1961,,1.01,0,40,32,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/26/1961,,0.03,0,43,30,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/27/1961,,0,0,50,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/28/1961,,0.03,0.3,37,28,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/1/1961,,0.26,2.8,36,24,1,,,,,1,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/2/1961,,0,0,39,28,1,,,,,1,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/3/1961,,0,0,53,31,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/4/1961,,0.02,0,45,38,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/5/1961,,0.06,0,39,32,1,,,,,1,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/6/1961,,0.55,0,34,30,1,,,,,1,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/7/1961,,0,0,46,30,1,,,,,1,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/8/1961,,0.31,2.9,30,22,1,,,1,,1,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/9/1961,,1.08,1.8,32,23,1,,1,1,,1,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/10/1961,,0,0,27,14,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/11/1961,,0,0,32,9,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/12/1961,,0,0,37,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/13/1961,,0,0,42,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/14/1961,,1.06,6.1,32,26,1,,,1,,1,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/15/1961,,0.06,0,43,25,,,,,,,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/16/1961,,0,0,36,16,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/17/1961,,0,0,22,8,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/18/1961,,0,0,39,8,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/19/1961,,0.33,2.6,33,25,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/20/1961,,0,0,37,20,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/21/1961,,0,0,40,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/22/1961,,0,0,44,23,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/23/1961,,0.02,0.3,48,30,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/24/1961,,0.14,1.1,41,30,1,,,,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/25/1961,,0,0,44,33,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/26/1961,,0,0,48,29,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/27/1961,,0,0,60,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/28/1961,,0,0,66,43,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/29/1961,,0.16,0,50,33,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/30/1961,,0,0,38,28,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/31/1961,,0,0,49,23,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/1/1961,,1.08,2.2,38,31,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/2/1961,,0.03,0.5,38,30,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/3/1961,,0,0,40,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/4/1961,,0,0,48,29,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/5/1961,,0,,51,33,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/6/1961,,0,0,43,32,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/7/1961,,0,0,47,33,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/8/1961,,0,0,46,31,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/9/1961,,0,0,53,28,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/10/1961,,1.04,3,38,31,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/11/1961,,0,0,41,32,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/12/1961,,0,0,54,34,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/13/1961,,0.88,3.5,39,30,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/14/1961,,0.11,0,39,30,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/15/1961,,0,0,56,31,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/16/1961,,1.15,0,36,33,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/17/1961,,0,0,51,32,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/18/1961,,0,0,41,34,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/19/1961,,0.01,0.3,40,29,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/20/1961,,0,0,58,29,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/21/1961,,0,0,66,39,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/22/1961,,0.13,0,54,40,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/23/1961,,0.22,0,65,40,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/24/1961,,0.04,0,55,48,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/25/1961,,0.21,0,65,48,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/26/1961,,0.24,0,65,40,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/27/1961,,0,0,61,36,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/28/1961,,0,0,62,39,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/29/1961,,0.58,0,40,37,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/30/1961,,0,0,55,37,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/1/1961,,0.03,0,59,35,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/2/1961,,0.58,0,42,35,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/3/1961,,0,0,49,33,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/4/1961,,0.04,0,58,36,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/5/1961,,0,0,58,37,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/6/1961,,0.03,0,64,37,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/7/1961,,0.26,0,47,43,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/8/1961,,0.03,0,65,45,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/9/1961,,0.2,0,58,45,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/10/1961,,0,0,65,55,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/11/1961,,0,0,63,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/12/1961,,0.21,0,55,49,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/13/1961,,0.01,0,76,50,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/14/1961,,0,0,87,58,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/15/1961,,0,0,85,61,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/16/1961,,0.1,0,65,54,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/17/1961,,0,0,66,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/18/1961,,0,0,58,41,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/19/1961,,0,0,49,40,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/20/1961,,0,0,60,43,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/21/1961,,0,0,68,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/22/1961,,0.12,0,65,45,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/23/1961,,0,0,60,43,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/24/1961,,0,0,66,43,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/25/1961,,0,0,80,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/26/1961,,0.57,0,60,53,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/27/1961,,0.97,0,53,44,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/28/1961,,0.01,0,71,39,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/29/1961,,0.24,0,70,45,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/30/1961,,0,0,57,36,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/31/1961,,0,0,70,33,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/1/1961,,0,0,69,58,,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/2/1961,,0,0,81,56,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/3/1961,,0,0,72,54,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/4/1961,,0,0,72,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/5/1961,,0,0,81,53,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/6/1961,,0,0,84,56,,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/7/1961,,0,0,74,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/8/1961,,0.39,0,76,52,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/9/1961,,0.1,0,73,62,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/10/1961,,0.54,0,75,63,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/11/1961,,0,0,81,62,,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/12/1961,,0,0,86,63,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/13/1961,,0,0,89,69,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/14/1961,,0.17,0,77,50,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/15/1961,,0,0,63,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/16/1961,,0,0,69,47,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/17/1961,,0,0,75,51,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/18/1961,,0,0,76,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/19/1961,,0,0,78,55,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/20/1961,,0,0,79,57,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/21/1961,,0.05,0,69,58,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/22/1961,,0.96,0,69,59,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/23/1961,,0,0,79,62,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/24/1961,,0.03,0,72,57,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/25/1961,,0.05,0,72,53,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/26/1961,,0,0,69,53,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/27/1961,,0,0,72,58,,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/28/1961,,0,0,77,56,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/29/1961,,0,0,82,58,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/30/1961,,0,0,83,63,,,1,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/1/1961,,0,0,77,57,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/2/1961,,0.33,0,88,57,,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/3/1961,,0.56,0,79,61,,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/4/1961,,0,0,67,53,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/5/1961,,0,0,69,49,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/6/1961,,0,0,74,54,1,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/7/1961,,0,0,74,57,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/8/1961,,0,0,72,55,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/9/1961,,0.02,0,69,56,1,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/10/1961,,0.05,0,73,53,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/11/1961,,0,0,78,55,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/12/1961,,0.13,0,84,65,,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/13/1961,,0,0,83,63,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/14/1961,,0.06,0,65,61,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/15/1961,,0.09,0,65,58,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/16/1961,,0.88,0,67,58,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/17/1961,,0.34,0,79,59,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/18/1961,,0,0,82,67,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/19/1961,,0,0,80,66,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/20/1961,,0,0,76,68,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/21/1961,,0,0,85,66,1,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/22/1961,,0,0,84,67,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/23/1961,,0,0,86,69,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/24/1961,,0,0,84,70,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/25/1961,,1.39,0,86,70,1,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/26/1961,,0,0,83,68,1,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/27/1961,,0,0,77,64,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/28/1961,,0,0,81,60,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/29/1961,,0.12,0,76,63,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/30/1961,,0,0,84,62,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/31/1961,,0.45,0,83,63,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/1/1961,,0,0,73,59,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/2/1961,,0.03,0,68,57,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/3/1961,,0.22,0,65,54,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/4/1961,,0,0,75,60,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/5/1961,,0,0,70,59,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/6/1961,,0,0,75,57,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/7/1961,,0,0,81,63,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/8/1961,,0,0,79,58,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/9/1961,,0,0,84,64,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/10/1961,,0,0,85,66,,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/11/1961,,0,0,84,67,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/12/1961,,0,0,80,63,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/13/1961,,0,0,70,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/14/1961,,0,0,69,47,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/15/1961,,0,0,77,51,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/16/1961,,0,0,80,52,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/17/1961,,0,0,73,49,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/18/1961,,0,0,80,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/19/1961,,0,0,82,58,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/20/1961,,0,0,80,58,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/21/1961,,1.69,0,65,56,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/22/1961,,0,0,74,61,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/23/1961,,0.66,0,68,59,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/24/1961,,0.05,0,72,58,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/25/1961,,0.12,0,82,69,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/26/1961,,0.09,0,82,69,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/27/1961,,0.53,0,81,66,1,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/28/1961,,0,0,79,61,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/29/1961,,1.51,0,77,63,,,1,,1,,,1,,,,,,1,,,,
